#timestamp package-00 dram0 user nice system idle iowait irq softirq steal guest guest_nice 
1763548839.400150424 917173 33185 0 0 0 180 0 0 0 0 0 0 
1763548839.450159913 804502 48884 0 0 0 180 0 0 0 0 0 0 
1763548839.500161121 571410 54529 0 0 0 179 0 0 0 0 0 0 
1763548839.550156569 609129 37730 0 0 0 180 0 0 0 0 0 0 
1763548839.600163293 805479 54805 0 0 0 180 0 0 0 0 0 0 
1763548839.650149767 864195 102678 0 0 0 180 0 0 0 0 0 0 
1763548839.700129253 844175 132896 0 0 0 179 0 0 0 0 0 0 
1763548839.750149488 841001 85328 0 0 0 180 0 0 0 0 0 0 
1763548839.800147162 497313 24051 0 0 0 180 0 0 0 0 0 0 
1763548839.850157909 759947 53061 0 0 0 180 0 0 0 0 0 0 
1763548839.900147403 737120 21297 0 0 0 180 0 0 0 0 0 0 
1763548839.950126792 731382 35389 0 0 0 179 0 0 0 0 0 0 
1763548840.000158798 471496 34532 0 0 0 180 0 0 0 0 0 0 
1763548840.050127986 797483 47277 0 0 0 180 0 0 0 0 0 0 
1763548840.100130182 668760 42488 0 0 0 180 0 0 0 0 0 0 
1763548840.150147705 721190 62516 0 0 0 180 0 0 0 0 0 0 
1763548840.200164115 787046 32452 0 0 0 180 0 0 0 0 0 0 
1763548840.250156069 800291 60526 0 0 0 179 0 0 0 0 0 0 
1763548840.300139510 747191 29835 0 0 0 180 0 0 0 0 0 0 
1763548840.350149320 776609 41800 0 0 0 180 0 0 0 0 0 0 
1763548840.400149505 261535 13173 0 0 0 180 0 0 0 0 0 0 
1763548840.450164686 1031858 26576 0 0 0 180 0 0 0 0 0 0 
1763548840.500164353 596739 54300 0 0 0 179 0 0 0 0 0 0 
1763548840.550156536 748533 29697 0 0 0 180 0 0 0 0 0 0 
1763548840.600158199 619444 39887 0 0 0 180 0 0 0 0 0 0 
1763548840.650154109 619139 59441 0 0 0 180 0 0 0 0 0 0 
1763548840.700152975 653441 29391 0 0 0 180 0 0 0 0 0 0 
1763548840.750156716 632994 57758 0 0 0 179 0 0 0 0 0 0 
1763548840.800141702 511534 45670 0 0 0 180 0 0 0 0 0 0 
1763548840.850148031 681639 32895 0 0 0 180 0 0 0 0 0 0 
1763548840.900162593 584227 28734 0 0 0 180 0 0 0 0 0 0 
1763548840.950149793 720641 30110 0 0 0 180 0 0 0 0 0 0 
1763548841.000148926 612730 29606 0 0 0 179 0 0 0 0 0 0 
1763548841.050127198 783567 41631 0 0 0 180 0 0 0 0 0 0 
1763548841.100128164 770506 36123 0 0 0 180 0 0 0 0 0 0 
1763548841.150155210 666258 62164 0 0 0 180 0 0 0 0 0 0 
1763548841.200129942 557677 50674 0 0 0 180 0 0 0 0 0 0 
1763548841.250161204 562315 53611 0 0 0 180 0 0 0 0 0 0 
1763548841.300148378 739195 33828 0 0 0 179 0 0 0 0 0 0 
1763548841.350164530 652159 32773 0 0 0 180 0 0 0 0 0 0 
1763548841.400164450 906858 54804 0 0 0 180 0 0 0 0 0 0 
1763548841.450146454 716612 71268 0 0 0 180 0 0 0 0 0 0 
1763548841.500154619 728270 30477 0 0 0 180 0 0 0 0 0 0 
1763548841.550164744 483275 27265 0 0 0 180 0 0 0 0 0 0 
1763548841.600150777 771604 38235 0 0 0 179 0 0 0 0 0 0 
1763548841.650154757 730406 24327 0 0 0 180 0 0 0 0 0 0 
1763548841.700153082 611388 23455 0 0 0 180 0 0 0 0 0 0 
1763548841.750160610 865903 19507 0 0 0 180 0 0 0 0 0 0 
1763548841.800161128 690062 56595 0 0 0 180 0 0 0 0 0 0 
1763548841.850150648 838682 70961 0 0 0 179 0 0 0 0 0 0 
1763548841.900159662 664610 43743 0 0 0 180 0 0 0 0 0 0 
1763548841.950149509 591063 39061 0 0 0 180 0 0 0 0 0 0 
1763548842.000146198 700255 33231 0 0 0 180 0 0 0 0 0 0 
1763548842.050147833 873166 64077 0 0 0 180 0 0 0 0 0 0 
1763548842.100145478 800902 43697 0 0 0 179 0 0 0 0 0 0 
1763548842.150136679 881955 86674 0 0 0 180 0 0 0 0 0 0 
1763548842.200162667 737852 76515 0 0 0 180 0 0 0 0 0 0 
1763548842.250151661 517028 33783 0 0 0 180 0 0 0 0 0 0 
1763548842.300149260 873594 57023 0 0 0 179 0 0 0 0 0 0 
1763548842.350145074 785581 35940 0 0 0 180 0 0 0 0 0 0 
1763548842.400151215 752989 24602 0 0 0 180 0 0 0 0 0 0 
1763548842.450119277 774656 47323 0 0 0 180 0 0 0 0 0 0 
1763548842.500165873 658690 23088 0 0 0 180 0 0 0 0 0 0 
1763548842.550161246 827635 49847 0 0 0 180 0 0 0 0 0 0 
1763548842.600164395 608336 30523 0 0 0 179 0 0 0 0 0 0 
1763548842.650073844 704405 68177 0 0 0 180 0 0 0 0 0 0 
1763548842.700151493 849179 147156 0 0 0 180 0 0 0 0 0 0 
1763548842.750149709 680480 44064 0 0 0 180 0 0 0 0 0 0 
1763548842.800073728 720762 32130 0 0 0 179 0 0 0 0 0 0 
1763548842.850150595 984983 165286 0 0 0 180 0 0 0 0 0 0 
1763548842.900158468 616759 53274 0 0 0 180 0 0 0 0 0 0 
1763548842.950154435 774412 39658 0 0 0 180 0 0 0 0 0 0 
1763548843.000141759 611265 29697 0 0 0 180 0 0 0 0 0 0 
1763548843.050148840 598753 33415 0 0 0 179 0 0 0 0 0 0 
1763548843.100126273 785826 43054 0 0 0 180 0 0 0 0 0 0 
1763548843.150152489 810484 37179 0 0 0 180 0 0 0 0 0 0 
1763548843.200149788 538084 39811 0 0 0 180 0 0 0 0 0 0 
1763548843.250146227 618590 36032 0 0 0 180 0 0 0 0 0 0 
1763548843.300147216 797789 45961 0 0 0 180 0 0 0 0 0 0 
1763548843.350164587 762266 50933 0 0 0 179 0 0 0 0 0 0 
1763548843.400161736 677793 31901 0 0 0 180 0 0 0 0 0 0 
1763548843.450162673 522033 44752 0 0 0 180 0 0 0 0 0 0 
1763548843.500128541 874631 39826 0 0 0 180 0 0 0 0 0 0 
1763548843.550148673 764525 30203 0 0 0 180 0 0 0 0 0 0 
1763548843.600149772 745176 45410 0 0 0 179 0 0 0 0 0 0 
1763548843.650144632 824278 46451 0 0 0 180 0 0 0 0 0 0 
1763548843.700145451 770322 36077 0 0 0 180 0 0 0 0 0 0 
1763548843.750149225 665404 43330 0 0 0 180 0 0 0 0 0 0 
1763548843.800146492 746458 23363 0 0 0 180 0 0 0 0 0 0 
1763548843.850141342 973752 151975 0 0 0 179 0 0 0 0 0 0 
1763548843.900162411 526305 41555 0 0 0 180 0 0 0 0 0 0 
1763548843.950145185 574401 34057 0 0 0 180 0 0 0 0 0 0 
1763548844.000130153 546873 47690 0 0 0 180 0 0 0 0 0 0 
1763548844.050145809 524169 85650 0 0 0 179 0 0 0 0 0 0 
1763548844.100122959 769468 42870 0 0 0 180 0 0 0 0 0 0 
1763548844.150157983 596251 46910 0 0 0 180 0 0 0 0 0 0 
1763548844.200072197 1742000 223288 10 0 5 159 0 0 0 0 0 0 
1763548844.250124519 1675106 301441 2 0 0 175 0 0 0 0 0 0 
1763548844.300065953 1263363 213710 0 0 0 179 0 0 0 0 0 0 
1763548844.350123665 1138425 200155 0 0 0 179 0 0 0 0 0 0 
1763548844.400072815 1145383 198518 0 0 0 179 0 0 0 0 0 0 
1763548844.450145158 1192990 234396 1 0 1 179 0 0 0 0 0 0 
1763548844.500076255 1160275 202847 1 0 0 179 0 0 0 0 0 0 
1763548844.550061781 1186582 228903 0 0 0 179 0 0 0 0 0 0 
1763548844.600073493 1155453 210100 0 0 0 179 0 0 0 0 0 0 
1763548844.650075044 1171811 208156 0 0 0 179 0 0 0 0 0 0 
1763548844.700074297 1184506 221835 0 0 1 179 0 0 0 0 0 0 
1763548844.750127581 1219052 237517 0 0 0 179 0 0 0 0 0 0 
1763548844.800076010 1145444 236355 0 0 1 179 0 0 0 0 0 0 
1763548844.850075846 1214536 241296 0 0 0 179 0 0 0 0 0 0 
1763548844.900153140 889890 109777 0 0 0 180 0 0 0 0 0 0 
1763548844.950155926 785154 39245 0 0 0 180 0 0 0 0 0 0 
1763548845.000157885 666991 39321 0 0 0 180 0 0 0 0 0 0 
1763548845.050157155 508116 32405 0 0 0 179 0 0 0 0 0 0 
1763548845.100126406 544493 54897 0 0 0 180 0 0 0 0 0 0 
1763548845.150141787 688658 55998 0 0 0 180 0 0 0 0 0 0 
1763548845.200135427 684447 42595 0 0 0 180 0 0 0 0 0 0 
1763548845.250153607 752134 28902 0 0 0 180 0 0 0 0 0 0 
1763548845.300154158 717344 42319 0 0 0 180 0 0 0 0 0 0 
1763548845.350146418 665404 25383 0 0 0 179 0 0 0 0 0 0 
1763548845.400156259 901731 58523 0 0 0 180 0 0 0 0 0 0 
1763548845.450144334 729490 32038 0 0 0 180 0 0 0 0 0 0 
1763548845.500165884 770140 38648 0 0 0 180 0 0 0 0 0 0 
1763548845.550158453 831236 83721 0 0 0 179 0 0 0 0 0 0 
1763548845.600150049 786558 32635 0 0 0 180 0 0 0 0 0 0 
1763548845.650125150 848386 71834 0 0 0 180 0 0 0 0 0 0 
1763548845.700151408 920103 100153 0 0 0 180 0 0 0 0 0 0 
1763548845.750158605 796873 65867 0 0 0 180 0 0 0 0 0 0 
1763548845.800148186 681394 48975 0 0 0 179 0 0 0 0 0 0 
1763548845.850162909 683043 36583 0 0 0 180 0 0 0 0 0 0 
1763548845.900149990 585875 50719 0 0 0 180 0 0 0 0 0 0 
1763548845.950163787 454284 31166 0 0 0 180 0 0 0 0 0 0 
1763548846.000162399 679258 32130 0 0 0 180 0 0 0 0 0 0 
1763548846.050129059 818602 44707 0 0 0 179 0 0 0 0 0 0 
1763548846.100157223 794187 42090 0 0 0 180 0 0 0 0 0 0 
1763548846.150149379 720030 40163 0 0 0 180 0 0 0 0 0 0 
1763548846.200147074 709349 72017 0 0 0 180 0 0 0 0 0 0 
1763548846.250156306 556212 59211 0 0 0 179 0 0 0 0 0 0 
1763548846.300134861 764829 31900 0 0 0 180 0 0 0 0 0 0 
1763548846.350139077 749693 30355 0 0 0 180 0 0 0 0 0 0 
1763548846.400153041 650938 71834 0 0 0 180 0 0 0 0 0 0 
1763548846.450154424 452819 23455 0 0 0 180 0 0 0 0 0 0 
1763548846.500152215 734312 41952 0 0 0 180 0 0 0 0 0 0 
1763548846.550143303 998655 101715 0 0 0 179 0 0 0 0 0 0 
1763548846.600161566 760923 33109 0 0 0 180 0 0 0 0 0 0 
1763548846.650164937 825376 67060 0 0 0 180 0 0 0 0 0 0 
1763548846.700143049 880919 115744 0 0 0 180 0 0 0 0 0 0 
1763548846.750153699 787412 41953 0 0 0 180 0 0 0 0 0 0 
1763548846.800149359 661681 27310 0 0 0 179 0 0 0 0 0 0 
1763548846.850151043 543699 78811 0 0 0 180 0 0 0 0 0 0 
1763548846.900152844 507079 42274 0 0 0 180 0 0 0 0 0 0 
1763548846.950149697 787840 61322 0 0 0 180 0 0 0 0 0 0 
1763548847.000154087 708433 32589 0 0 0 179 0 0 0 0 0 0 
1763548847.050144034 638548 55661 0 0 0 180 0 0 0 0 0 0 
1763548847.100131531 790404 81702 0 0 0 180 0 0 0 0 0 0 
1763548847.150141423 827695 101837 0 0 0 179 0 0 0 0 0 0 
1763548847.200148396 835386 70885 0 0 0 180 0 0 0 0 0 0 
1763548847.250159864 879393 88572 0 0 0 179 0 0 0 0 0 0 
1763548847.300133626 801938 90928 0 0 0 180 0 0 0 0 0 0 
1763548847.350148076 864134 95564 0 0 0 179 0 0 0 0 0 0 
1763548847.400122091 672239 87317 0 0 0 180 0 0 0 0 0 0 
1763548847.450156633 931700 126974 1 0 1 179 0 0 0 0 0 0 
1763548847.500121884 720884 65775 0 0 0 180 0 0 0 0 0 0 
1763548847.550124274 831846 97293 0 0 0 179 0 0 0 0 0 0 
1763548847.600127465 900511 97675 0 0 0 180 0 0 0 0 0 0 
1763548847.650161456 854612 102127 0 0 0 180 0 0 0 0 0 0 
1763548847.700130235 1116513 233601 0 0 0 179 0 0 0 0 0 0 
1763548847.750146602 811155 114429 0 0 0 179 0 0 0 0 0 0 
1763548847.800143604 730406 70502 0 0 0 180 0 0 0 0 0 0 
1763548847.850125386 1005918 241663 0 0 0 179 0 0 0 0 0 0 
1763548847.900127189 984616 227435 0 0 0 179 0 0 0 0 0 0 
1763548847.950149059 1301938 298855 0 0 0 180 0 0 0 0 0 0 
1763548848.000130971 593687 41631 0 0 0 180 0 0 0 0 0 0 
1763548848.050148643 1045530 139169 0 0 0 179 0 0 0 0 0 0 
1763548848.100126096 555052 60037 0 0 0 180 0 0 0 0 0 0 
1763548848.150150710 777403 87042 0 0 0 180 0 0 0 0 0 0 
1763548848.200148956 675657 27494 0 0 0 180 0 0 0 0 0 0 
1763548848.250150735 796141 70594 0 0 0 180 0 0 0 0 0 0 
1763548848.300146375 590758 45212 0 0 0 179 0 0 0 0 0 0 
1763548848.350158043 670774 39336 0 0 0 180 0 0 0 0 0 0 
1763548848.400155677 656798 30707 0 0 0 180 0 0 0 0 0 0 
1763548848.450166510 814451 60267 0 0 0 180 0 0 0 0 0 0 
1763548848.500164174 649107 36582 0 0 0 180 0 0 0 0 0 0 
1763548848.550136429 744627 87899 0 0 1 179 0 0 0 0 0 0 
1763548848.600154101 502440 41417 0 0 0 180 0 0 0 0 0 0 
1763548848.650125845 807982 57512 0 0 0 180 0 0 0 0 0 0 
1763548848.700149952 957273 120442 0 0 0 180 0 0 0 0 0 0 
1763548848.750151540 1029416 174252 0 0 0 179 0 0 0 0 0 0 
1763548848.800150920 564391 28320 0 0 0 180 0 0 0 0 0 0 
1763548848.850163350 778257 72706 0 0 0 180 0 0 0 0 0 0 
1763548848.900125347 754026 31028 0 0 0 180 0 0 0 0 0 0 
1763548848.950147732 500121 60863 0 0 0 179 0 0 0 0 0 0 
1763548849.000125515 527037 38006 0 0 0 180 0 0 0 0 0 0 
1763548849.050138843 615172 67610 0 0 0 180 0 0 0 0 0 0 
1763548849.100150625 479796 24235 0 0 0 180 0 0 0 0 0 0 
1763548849.150150835 590941 38327 0 0 0 180 0 0 0 0 0 0 
1763548849.200124755 517516 49388 0 0 0 179 0 0 0 0 0 0 
1763548849.250152224 479430 34471 0 0 0 180 0 0 0 0 0 0 
1763548849.300164825 522337 33461 0 0 0 180 0 0 0 0 0 0 
1763548849.350162780 666258 54989 0 0 0 180 0 0 0 0 0 0 
1763548849.400146107 608153 57879 0 0 0 180 0 0 0 0 0 0 
1763548849.450155801 445617 60282 0 0 0 179 0 0 0 0 0 0 
1763548849.500165478 808896 22950 0 0 0 180 0 0 0 0 0 0 
1763548849.550144167 1275266 238023 0 0 0 180 0 0 0 0 0 0 
1763548849.600147692 730772 73899 0 0 0 179 0 0 0 0 0 0 
1763548849.650140194 541930 43360 0 0 0 180 0 0 0 0 0 0 
1763548849.700166602 588377 36674 0 0 0 180 0 0 0 0 0 0 
1763548849.750162602 729979 50046 0 0 0 180 0 0 0 0 0 0 
1763548849.800147426 770322 38969 0 0 0 180 0 0 0 0 0 0 
1763548849.850151245 955198 140546 0 0 0 179 0 0 0 0 0 0 
1763548849.900163711 816831 75062 0 0 0 180 0 0 0 0 0 0 
1763548849.950135327 749571 70885 0 0 0 180 0 0 0 0 0 0 
1763548850.000168911 780272 37821 0 0 0 180 0 0 0 0 0 0 
1763548850.050156278 604612 58156 0 0 0 180 0 0 0 0 0 0 
1763548850.100150209 570983 41723 0 0 0 179 0 0 0 0 0 0 
1763548850.150163175 724058 35664 0 0 0 180 0 0 0 0 0 0 
1763548850.200123511 796446 73256 0 0 0 180 0 0 0 0 0 0 
1763548850.250154550 541869 66892 0 0 0 180 0 0 0 0 0 0 
1763548850.300157978 545042 25796 0 0 0 180 0 0 0 0 0 0 
1763548850.350146906 702391 41448 0 0 0 179 0 0 0 0 0 0 
1763548850.400150410 674070 50627 0 0 0 180 0 0 0 0 0 0 
1763548850.450164017 546752 35894 0 0 0 180 0 0 0 0 0 0 
1763548850.500127182 846189 43008 0 0 0 180 0 0 0 0 0 0 
1763548850.550149333 806578 64765 0 0 0 179 0 0 0 0 0 0 
1763548850.600167396 676817 71818 0 0 0 180 0 0 0 0 0 0 
1763548850.650150852 745664 87440 0 0 0 180 0 0 0 0 0 0 
1763548850.700149352 585204 41310 0 0 0 180 0 0 0 0 0 0 
1763548850.750145456 559203 40621 0 0 0 180 0 0 0 0 0 0 
1763548850.800163942 527525 27234 0 0 0 180 0 0 0 0 0 0 
1763548850.850144862 595641 50353 0 0 0 179 0 0 0 0 0 0 
1763548850.900152794 499083 30799 0 0 0 180 0 0 0 0 0 0 
1763548850.950157463 751707 44140 0 0 0 180 0 0 0 0 0 0 
1763548851.000124328 791624 35022 0 0 0 179 0 0 0 0 0 0 
1763548851.050147148 669615 28412 0 0 0 180 0 0 0 0 0 0 
1763548851.100147535 733702 25337 0 0 0 180 0 0 0 0 0 0 
1763548851.150148240 690916 44615 0 0 0 180 0 0 0 0 0 0 
1763548851.200151328 943174 71695 0 0 0 180 0 0 0 0 0 0 
1763548851.250157116 638670 51225 0 0 0 180 0 0 0 0 0 0 
1763548851.300140882 752867 49893 0 0 0 179 0 0 0 0 0 0 
1763548851.350148475 499144 26209 0 0 0 180 0 0 0 0 0 0 
1763548851.400164061 413634 22032 0 0 0 180 0 0 0 0 0 0 
1763548851.450165446 482604 47323 0 0 0 180 0 0 0 0 0 0 
1763548851.500140622 685057 31946 0 0 0 180 0 0 0 0 0 0 
1763548851.550148049 762632 34012 0 0 0 180 0 0 0 0 0 0 
1763548851.600144973 649657 58278 0 0 0 179 0 0 0 0 0 0 
1763548851.650126912 904172 92932 0 0 0 180 0 0 0 0 0 0 
1763548851.700148437 827024 144126 0 0 0 180 0 0 0 0 0 0 
1763548851.750144145 537474 42488 0 0 0 180 0 0 0 0 0 0 
1763548851.800127527 520507 47966 0 0 0 179 0 0 0 0 0 0 
1763548851.850149594 842832 71787 0 0 0 180 0 0 0 0 0 0 
1763548851.900156769 723631 47002 0 0 0 180 0 0 0 0 0 0 
1763548851.950148887 877623 50291 0 0 0 180 0 0 0 0 0 0 
1763548852.000146950 683408 27540 0 0 0 179 0 0 0 0 0 0 
1763548852.050139085 486877 33553 0 0 0 180 0 0 0 0 0 0 
1763548852.100144535 501707 36949 0 0 0 180 0 0 0 0 0 0 
1763548852.150146736 718199 36491 0 0 0 180 0 0 0 0 0 0 
1763548852.200126572 495604 38189 0 0 0 180 0 0 0 0 0 0 
1763548852.250163957 687987 36031 0 0 0 180 0 0 0 0 0 0 
1763548852.300155846 682127 44661 0 0 0 179 0 0 0 0 0 0 
1763548852.350147326 826963 18727 0 0 0 180 0 0 0 0 0 0 
1763548852.400144795 809691 55677 0 0 0 180 0 0 0 0 0 0 
1763548852.450145321 820310 67886 0 0 0 180 0 0 0 0 0 0 
1763548852.500144640 627867 40346 0 0 0 180 0 0 0 0 0 0 
1763548852.550158955 779966 50276 0 0 0 179 0 0 0 0 0 0 
1763548852.600159149 698607 32910 0 0 0 180 0 0 0 0 0 0 
1763548852.650165775 678221 27953 0 0 0 180 0 0 0 0 0 0 
1763548852.700164637 713804 25704 0 0 0 180 0 0 0 0 0 0 
1763548852.750155951 747984 55356 0 0 0 180 0 0 0 0 0 0 
1763548852.800148093 639036 34929 0 0 0 179 0 0 0 0 0 0 
1763548852.850146586 693114 45396 0 0 0 180 0 0 0 0 0 0 
1763548852.900148603 803709 45272 0 0 0 180 0 0 0 0 0 0 
1763548852.950150477 752256 30937 0 0 0 180 0 0 0 0 0 0 
1763548853.000163297 541259 37317 0 0 0 180 0 0 0 0 0 0 
1763548853.050166391 399046 35863 0 0 0 179 0 0 0 0 0 0 
1763548853.100161915 839110 36857 0 0 0 180 0 0 0 0 0 0 
1763548853.150163582 656736 27954 0 0 0 180 0 0 0 0 0 0 
1763548853.200127968 769896 36169 0 0 0 180 0 0 0 0 0 0 
1763548853.250145163 517088 46802 0 0 0 180 0 0 0 0 0 0 
1763548853.300145010 547667 62073 0 0 0 179 0 0 0 0 0 0 
1763548853.350148522 542052 43880 0 0 0 180 0 0 0 0 0 0 
1763548853.400155256 628111 31533 0 0 0 180 0 0 0 0 0 0 
1763548853.450153086 937986 64643 0 0 0 180 0 0 0 0 0 0 
1763548853.500164322 621764 36903 0 0 0 180 0 0 0 0 0 0 
1763548853.550146174 808530 41127 0 0 0 179 0 0 0 0 0 0 
1763548853.600156664 459106 31074 0 0 0 180 0 0 0 0 0 0 
1763548853.650149844 928098 70043 0 0 0 180 0 0 0 0 0 0 
1763548853.700154324 880613 47461 0 0 0 180 0 0 0 0 0 0 
1763548853.750151587 648741 75919 0 0 0 180 0 0 0 0 0 0 
1763548853.800145341 779051 48332 0 0 0 179 0 0 0 0 0 0 
1763548853.850122541 792295 53244 0 0 0 180 0 0 0 0 0 0 
1763548853.900145963 601622 84135 0 0 0 180 0 0 0 0 0 0 
1763548853.950163072 329955 18727 0 0 0 180 0 0 0 0 0 0 
1763548854.000156727 792906 44936 0 0 0 180 0 0 0 0 0 0 
1763548854.050151149 825742 68896 0 0 0 179 0 0 0 0 0 0 
1763548854.100144507 700377 51179 0 0 0 180 0 0 0 0 0 0 
1763548854.150149580 779173 43482 0 0 0 180 0 0 0 0 0 0 
1763548854.200149414 822691 71650 0 0 0 180 0 0 0 0 0 0 
1763548854.250167036 405333 55126 0 0 0 180 0 0 0 0 0 0 
1763548854.300147905 1048581 35251 0 0 0 179 0 0 0 0 0 0 
1763548854.350161638 497985 44615 0 0 0 180 0 0 0 0 0 0 
