#timestamp package-00 dram0 totalram freeram sharedram bufferram totalswap freeswap procs totalhigh freehigh mem_unit 
1764520810.950110714 2311518 400416 99665920000 97712214016 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.000113731 2295221 398917 99665920000 97711697920 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.050106114 2330316 398779 99665920000 97711181824 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.100123186 2299921 390976 99665920000 97711181824 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.150106451 2308771 400065 99665920000 97710665728 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.200112037 2342035 398748 99665920000 97710149632 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.250055280 2323602 399652 99665920000 97710149632 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.300101177 2361628 400967 99665920000 97709633536 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.350100445 2270319 392077 99665920000 97709633536 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.400123114 2326593 398673 99665920000 97709117440 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.450105922 2256281 399437 99665920000 97708601344 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.500111462 2298150 399284 99665920000 97708601344 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.550109625 2268671 397234 99665920000 97708085248 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.600100988 2265742 397356 99665920000 97708552192 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.650104203 2177973 389844 99665920000 97708552192 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.700100382 2222101 396851 99665920000 97708036096 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.750099792 2228632 398871 99665920000 97708036096 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.800122840 2231867 398596 99665920000 97707520000 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.850065888 2822807 422448 99665920000 97707028480 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.900054996 2597833 399590 99665920000 97706512384 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520811.950054233 2512140 401105 99665920000 97706512384 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.000100343 2403558 400661 99665920000 97705996288 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.050101608 2233820 401013 99665920000 97705996288 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.100102156 2216303 398504 99665920000 97705480192 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.150101578 2181696 390334 99665920000 97705480192 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.200112732 2231806 398565 99665920000 97704964096 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.250113762 2227777 398549 99665920000 97704448000 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.300123154 2228205 399575 99665920000 97704448000 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.350107817 2223017 398274 99665920000 97703931904 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.400124442 2219904 399361 99665920000 97703415808 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.450112475 2238642 399605 99665920000 97703415808 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.500100095 2179071 391405 99665920000 97702899712 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.550111809 2216791 397601 99665920000 97702899712 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.600104230 2265253 397678 99665920000 97702400000 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.650107445 2223933 399881 99665920000 97701883904 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.700102858 2226801 397402 99665920000 97701883904 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.750115905 2218133 397953 99665920000 97701367808 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.800123925 2179743 389874 99665920000 97701367808 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.850127526 2238764 398045 99665920000 97700851712 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.900100842 2327692 397494 99665920000 97700851712 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520812.950105038 2214350 399835 99665920000 97700335616 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.000102008 2215998 397035 99665920000 97699819520 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.050105577 2224298 397678 99665920000 97699819520 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.100117371 2194697 389920 99665920000 97699303424 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.150107535 2215875 399238 99665920000 97699303424 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.200102118 2221064 398780 99665920000 97698787328 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.250099777 2222101 397953 99665920000 97698271232 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.300099497 2224360 396637 99665920000 97697755136 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.350102921 2225153 396270 99665920000 97697239040 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.400113404 2173273 388635 99665920000 97697239040 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.450102053 2229059 396668 99665920000 97696722944 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.500123473 2220392 395658 99665920000 97696206848 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.550106323 2218562 395428 99665920000 97695690752 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.600111709 2271722 397341 99665920000 97695690752 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.650104668 2224421 392904 99665920000 97695174656 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.700104172 2171869 387855 99665920000 97694658560 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.750106826 2229426 397999 99665920000 97694658560 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.800100755 2227472 399422 99665920000 97694142464 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.850100330 2224482 397494 99665920000 97693626368 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.900123032 2218378 396989 99665920000 97693626368 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520813.950109730 2184870 388773 99665920000 97693110272 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.000105558 2220453 396668 99665920000 97692594176 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.050106050 2226069 398596 99665920000 97692594176 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.100099683 2228021 398427 99665920000 97692078080 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.150099420 2222529 396668 99665920000 97691561984 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.200104764 2220026 395474 99665920000 97691561984 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.250104817 2226251 397769 99665920000 97691045888 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.300104928 2178462 389691 99665920000 97690529792 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.350101498 2239618 400432 99665920000 97690529792 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.400124582 2222895 398320 99665920000 97689497600 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.450106750 2227899 399376 99665920000 97689497600 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.500103017 2258661 397448 99665920000 97689497600 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.550106602 2202631 389324 99665920000 97688981504 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.600123265 2270625 397265 99665920000 97688465408 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.650104269 2232538 398549 99665920000 97688465408 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.700062355 2241266 400156 99665920000 97687949312 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.750102671 2317438 397999 99665920000 97687433216 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.800124581 2205805 389064 99665920000 97686917120 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.850111174 2228571 398611 99665920000 97686401024 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.900123354 2224664 396989 99665920000 97686401024 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520814.950100288 2222041 397769 99665920000 97685884928 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.000105327 2224848 398367 99665920000 97685368832 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.050105621 2250482 397432 99665920000 97684852736 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.100104739 2216852 397448 99665920000 97684852736 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.150107831 2176569 389232 99665920000 97684336640 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.200101878 2224482 397326 99665920000 97683820544 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.250106735 2222590 398688 99665920000 97683304448 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.300123244 2220087 398457 99665920000 97682788352 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.350106547 2227838 398183 99665920000 97682788352 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.400105683 2233637 397310 99665920000 97681756160 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.450104547 2175532 390609 99665920000 97681240064 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.500102245 2299920 398458 99665920000 97681240064 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.550107237 2216853 398045 99665920000 97680723968 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.600100644 2280572 398412 99665920000 97680207872 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.650106409 2229670 396775 99665920000 97679691776 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.700101495 2219477 397219 99665920000 97679691776 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.750065447 2295282 422693 99665920000 97655709696 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.800057392 2071406 413635 99665920000 97678688256 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.850100921 2297907 399468 99665920000 97679499264 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.900105491 2260614 399009 99665920000 97679147008 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520815.950103410 2224970 389645 99665920000 97679147008 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.000101858 2170648 399284 99665920000 97678630912 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.050102666 2235652 398458 99665920000 97678114816 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.100124772 2218927 397769 99665920000 97677598720 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.150107407 2219904 398764 99665920000 97677082624 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.200104407 2219049 397678 99665920000 97676824576 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.250105812 2222773 397035 99665920000 97676308480 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.300105593 2179682 390884 99665920000 97675792384 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.350102237 2215998 398871 99665920000 97675792384 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.400100910 2218805 398320 99665920000 97675276288 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.450106376 2225824 396943 99665920000 97674760192 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.500129293 2233820 397403 99665920000 97674244096 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.550108208 2219843 398197 99665920000 97673728000 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.600105106 2175471 389921 99665920000 97673211904 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.650105255 2233698 397173 99665920000 97672695808 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.700105022 2212702 397585 99665920000 97671884800 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.750103795 2223627 397173 99665920000 97671884800 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.800103522 2220026 395015 99665920000 97671368704 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.850101895 2239862 397097 99665920000 97670852608 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.900122475 2182185 389094 99665920000 97670336512 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520816.950105419 2238397 397479 99665920000 97670336512 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.000101299 2222407 398565 99665920000 97669820416 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.050106446 2224176 396729 99665920000 97669304320 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.100104428 2227778 395612 99665920000 97668788224 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.150100834 2236749 397402 99665920000 97668272128 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.200104750 2174433 390288 99665920000 97668014080 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.250103980 2217646 397631 99665920000 97667497984 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.300123809 2220270 395980 99665920000 97667497984 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.350101483 2239801 398274 99665920000 97666981888 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.400125322 2217524 398504 99665920000 97666465792 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.450108300 2224298 398182 99665920000 97665949696 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.500122215 2204157 389967 99665920000 97665433600 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.550100027 2260859 396928 99665920000 97665433600 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.600100833 2219538 399146 99665920000 97664917504 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.650104356 2228510 396117 99665920000 97664401408 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.700104905 2173944 389354 99665920000 97663885312 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.750106629 2212214 396806 99665920000 97663369216 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.800121905 2217096 398504 99665920000 97662853120 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.850109798 2228815 399513 99665920000 97662337024 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.900122895 2226801 399422 99665920000 97662337024 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520817.950105776 2229365 398412 99665920000 97661820928 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.000119913 2234735 397356 99665920000 97661304832 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.050103080 2211909 389385 99665920000 97661304832 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.100121069 2177972 394694 99665920000 97660788736 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.150102071 2215754 395750 99665920000 97660272640 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.200101270 2216303 396714 99665920000 97660014592 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.250109192 2256586 397203 99665920000 97659498496 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.300105681 2220209 395306 99665920000 97659498496 4685824 206868480 3999264768 3965734912 559 0 0 1 
1764520818.350106538 2178095 388727 99665920000 97658982400 4685824 206868480 3999264768 3965734912 559 0 0 1 
